Business Unit,Modelling Brand,Model Name,L1 Def,L1,L2 Def,L2,L3 Def,L3,L4 Def,L4,L5 Def,L5,L6 Def,L6,L7 Def,L7,L8 Def,L8,Impressions,Cost,Sessions,Avg Unit Price,TDP,Trade promo %,Rank,Metric 1
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,AMAZON.COM,Activity Nature,Brand Say,Audience,(NA),1452910126,5918611.644,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,BLIS,Activity Nature,Brand Say,Audience,(NA),48933707,237350.78,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,DAILYBREAK.COM,Activity Nature,Brand Say,Audience,(NA),90119.00001,198261.9,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,FACEBOOK.COM,Activity Nature,Brand Say,Audience,(NA),15761626,82169.68,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,"FOURSQUARE LABS, INC",Activity Nature,Brand Say,Audience,(NA),15568412,58740.98,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,INMARKET MEDIA LLC,Activity Nature,Brand Say,Audience,(NA),240342,123217.09,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Media iQ,Activity Nature,Brand Say,Audience,(NA),65417672,192703.99,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,PANDORA.COM,Activity Nature,Brand Say,Audience,(NA),5178522,56400.02,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,PINTEREST,Activity Nature,Brand Say,Audience,(NA),11213058,145643.59,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,SAM'S CLUB,Activity Nature,Brand Say,Audience,(NA),34,0,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,CbR Test,57343710,533368.04,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Contextual/Search,62486516,681878.07,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,General Market Hair Care Buyers,2746078,21454.85,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Hair Care Buyers,1445970,7519.03,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Hair Care for Curls Buyers,2716812,20307.06,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Multicultural Hair Care Buyers - 18-34,1801633,14338.88,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Nexxus Buyers,12963415,152082.92,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Nexxus Buyers - Lapsed,3750604,38906.87,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Ready to Wear Fashion Buyers,1777861,26593.43,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Salon Hair Care Buyers,2526963,19443.6,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Salon Hair Care Buyers - Lasped (No UL),5139740,51937.09,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Salon Hair Care Spendalike Buyers,1560464,11945.67,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Ulta Beauty Buyers,1522097,22051.36,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,THE TRADE DESK INC,Activity Nature,Brand Say,Audience,(NA),9719336,48390.63,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,THE TRADE DESK INC,Activity Nature,Brand Say,Audience,Behavioral,4135072,17067.74,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,WALGREENS ADV GROUP,Activity Nature,Brand Say,Audience,Behavioral,9582153,0,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce,Product Line,Non-Partnership,Platform,WALGREENS ADV GROUP,Activity Nature,Brand Say,Audience,Health & Beauty,4478317,42368.04,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Albertsons,Activity Nature,Brand Say,Audience,ALBERTSONS COMPANIES,0,19590.13,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Amazon,Activity Nature,Brand Say,Audience,AMAZON.COM,1492654740,6139455.651,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Costco,Activity Nature,Brand Say,Audience,CRITEO,1953510,81618.95,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Costco,Activity Nature,Brand Say,Audience,FACEBOOK.COM,20728198,237927.9,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Costco,Activity Nature,Brand Say,Audience,INMARKET MEDIA LLC,129970,49999.99999,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Costco,Activity Nature,Brand Say,Audience,THE TRADE DESK INC,45627856,275873.6013,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,CVS,Activity Nature,Brand Say,Audience,CVS MEDIA EXCHANGE,14496184,446295.94,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,CVS,Activity Nature,Brand Say,Audience,INMARKET MEDIA LLC,95223,45612.55,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,CVS,Activity Nature,Brand Say,Audience,TIKTOK,3883934,20000,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,HEB,Activity Nature,Brand Say,Audience,HEB RETAIL MEDIA,840124,25000.02,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Kroger,Activity Nature,Brand Say,Audience,Kroger,3971006,153460.622,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,SAM'S CLUB,Activity Nature,Brand Say,Audience,INMARKET MEDIA LLC,242290,100000.09,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,SAM'S CLUB,Activity Nature,Brand Say,Audience,SAM'S CLUB,86739625,704261.21,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,SAM'S CLUB,Activity Nature,Brand Say,Audience,UNDERTONE,5579271,88578.82,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,ALLURE.COM,0,107692.31,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,CONDE NAST DIGITAL,392,0,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,FACEBOOK.COM,10109973,48076.66,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,INMARKET MEDIA LLC,130538,58800,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,PANDORA.COM,5362255,96235.3,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Target,154182615,1582071,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,THE TRADE DESK INC,7870721,49249.78,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Ulta,Activity Nature,Brand Say,Audience,FACEBOOK.COM,2550941,33949.92,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walgreens,Activity Nature,Brand Say,Audience,FACEBOOK.COM,5830859,53898.67,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walgreens,Activity Nature,Brand Say,Audience,INMARKET MEDIA LLC,259049,100928.77,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walgreens,Activity Nature,Brand Say,Audience,THE TRADE DESK INC,9684296,54032.57371,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walgreens,Activity Nature,Brand Say,Audience,TIKTOK,3888489,19998.94,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walgreens,Activity Nature,Brand Say,Audience,WALGREENS ADV GROUP,89121595,939588.2,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,INMARKET MEDIA LLC,533040,232000,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,THE TRADE DESK INC,39913605,290991.9462,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,TIKTOK,14829386,77094.68,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Display,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,WALMART.COM,20860854,357471.68,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,AMAZON,Activity Nature,Brand Say,Audience,(NA),2567105413,14045723.94,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,AMAZON,Activity Nature,Brand Say,Audience,Auto,522123391,2441412.96,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,AMAZON,Activity Nature,Brand Say,Audience,Brand,128401530,988404.98,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,AMAZON,Activity Nature,Brand Say,Audience,Category,264207234,3086725.49,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,AMAZON,Activity Nature,Brand Say,Audience,Competitive,116537317,600578.67,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,AMAZON,Activity Nature,Brand Say,Audience,Precision,156230629,651087.42,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Instacart,Activity Nature,Brand Say,Audience,(NA),34685710,484334.15,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Instacart,Activity Nature,Brand Say,Audience,Auto,4249593,85839.17,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Instacart,Activity Nature,Brand Say,Audience,Brand,1199826,16750.17,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Instacart,Activity Nature,Brand Say,Audience,Category,75648,1451.89,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Kroger,Activity Nature,Brand Say,Audience,(NA),115383648,217515.39,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,(NA),138043850,2175990.97,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Brand,31805382,184447.69,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Target,Activity Nature,Brand Say,Audience,Category,188330386,1577967.49,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,(NA),166607814,1227952.84,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,Auto,49378718,374968.4,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,Brand,1314201,50577.81,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,Category,14049251,165948.05,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Commerce Search,Product Line,Non-Partnership,Platform,Walmart,Activity Nature,Brand Say,Audience,Precision,20329,196.04,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Digital Search,Product Line,Non-Partnership,Platform,Bing Ads,Activity Nature,Brand Say,Audience,Text,45237495,864297.04,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Digital Search,Product Line,Non-Partnership,Platform,Google Ads,Activity Nature,Brand Say,Audience,Text,51111021,3265559.66,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Digital Search Visual,Product Line,Non-Partnership,Platform,Bing Ads,Activity Nature,Brand Say,Audience,Visual,100412996,256768.06,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Commerce & Search,Channel,Digital Search Visual,Product Line,Non-Partnership,Platform,Google Ads,Activity Nature,Brand Say,Audience,Visual,470285636,349892.22,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Digital,Channel,Digital Audio,Product Line,Non-Partnership,Platform,AMAZON.COM,Activity Nature,Brand Say,Audience,Broad,0,0,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Digital,Channel,Digital Audio,Product Line,Non-Partnership,Platform,PANDORA.COM,Activity Nature,Brand Say,Audience,Broad Women,7654206,90105.17,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Digital,Channel,Digital Audio,Product Line,Non-Partnership,Platform,PANDORA.COM,Activity Nature,Brand Say,Audience,Socio Economic: Hispanic,8725392,92857.16,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Digital,Channel,Digital Audio,Product Line,Non-Partnership,Platform,STITCHER.COM,Activity Nature,Brand Say,Audience,Broad Women,4054524,95786.32,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Digital,Channel,Digital Audio,Product Line,Non-Partnership,Platform,STITCHER.COM,Activity Nature,Brand Say,Audience,Socio Economic: Hispanic,16439,379.18,,,,,,Impressions
Beauty & Wellbeing,BnW HAIR Nexxus,B3-INC06,Brand Or Competition Or Halo Or Master Brand,Brand,Media Type,Paid Media,Master Channel,Digital,Channel,Digital Display,Product Line,Non-Partnership,Platform,ALLURE,Activity Nature,Brand Say,Audience,Broad Women,28281,0,,,,,,Impressions
